SOC,OCV [V]
0.0,2.7527
0.001,2.8381312642857117
0.002,2.888160599999999
0.003,2.927338351190475
0.004,2.958930799999999
0.005,2.985566821428571
0.006,3.009094471428571
0.007,3.030441221428571
0.008,3.0500302
0.009,3.068173042857142
0.01,3.085058142857143
0.011,3.100928957142856
0.012,3.1158640571428564
0.013,3.129948914285714
0.014,3.143321785714285
0.015,3.156025892857142
0.016,3.168122133333333
0.017,3.179647216666666
0.018,3.190688057142857
0.019,3.2012637499999994
0.02,3.2114838095238083
0.021,3.221301542857143
0.022,3.230764671428571
0.023,3.2398572214285712
0.024,3.248649771428571
0.025,3.2571851785714285
0.026,3.265471857142857
0.027,3.2734631357142856
0.028,3.281200714285714
0.029,3.28873395
0.03,3.2960336428571426
0.031,3.303165414285714
0.032,3.310054457142857
0.033,3.31683705
0.034,3.3233824142857142
0.035,3.3297973571428567
0.036,3.3360232
0.037,3.3421000000000003
0.038,3.3480383285714286
0.039,3.3538308785714284
0.04,3.3595162857142857
0.041,3.36502785
0.042,3.3704442428571424
0.043,3.37572965
0.044,3.380887085714285
0.045,3.385912928571428
0.046,3.3908816285714285
0.047,3.395650328571429
0.048,3.4004000000000003
0.049,3.40495
0.05,3.409413571428571
0.051,3.4138
0.052,3.4180268857142857
0.053,3.4221354785714286
0.054,3.426061985714285
0.055,3.429897392857143
0.056,3.4335
0.057,3.43695945
0.058,3.4402
0.059,3.44315
0.06,3.4459095714285715
0.061,3.448380658333333
0.062,3.450550128571429
0.063,3.452541116666666
0.064,3.4542110857142863
0.065,3.455729785714285
0.066,3.45705
0.067,3.4583000000000004
0.068,3.459443028571428
0.069,3.46045
0.07,3.4614000000000003
0.071,3.4623
0.072,3.463174971428572
0.073,3.46395
0.074,3.46475
0.075,3.46545
0.076,3.4662
0.077,3.4669
0.078,3.467551457142857
0.079,3.4682500000000003
0.08,3.46885
0.081,3.46945
0.082,3.4701
0.083,3.4707
0.084,3.4713000000000003
0.085,3.4719
0.086,3.47245
0.087,3.47305
0.088,3.4736
0.089,3.4742
0.09,3.474704083333333
0.091,3.475263207142857
0.092,3.4758788857142857
0.093,3.47637105
0.094,3.477
0.095,3.47755
0.096,3.478080914285714
0.097,3.47865
0.098,3.47915
0.099,3.4797
0.1,3.4803
0.101,3.4808
0.102,3.4814
0.103,3.4819
0.104,3.482401942857143
0.105,3.4830113928571427
0.106,3.48355
0.107,3.4841
0.108,3.48475
0.109,3.4853
0.11,3.4858
0.111,3.4864
0.112,3.48695
0.113,3.4875
0.114,3.4881
0.115,3.4887
0.116,3.4893
0.117,3.4899
0.118,3.4905
0.119,3.4911000000000003
0.12,3.4917
0.121,3.4923
0.122,3.4930000000000003
0.123,3.4936
0.124,3.494293114285714
0.125,3.4949
0.126,3.4956
0.127,3.4963003785714286
0.128,3.49705
0.129,3.49775
0.13,3.4985
0.131,3.499267207142857
0.132,3.5000839142857147
0.133,3.5009085285714283
0.134,3.50175
0.135,3.50265
0.136,3.5036
0.137,3.50455
0.138,3.5055
0.139,3.5065
0.14,3.5076
0.141,3.508698564285714
0.142,3.50975
0.143,3.51085
0.144,3.512
0.145,3.5131
0.146,3.51425
0.147,3.5153
0.148,3.5164176
0.149,3.5175
0.15,3.518612142857142
0.151,3.51965
0.152,3.52075
0.153,3.52185
0.154,3.5228729
0.155,3.5239000000000003
0.156,3.5249
0.157,3.52595
0.158,3.5269500000000003
0.159,3.527951871428572
0.16,3.52895
0.161,3.5299
0.162,3.530881097619048
0.163,3.53185
0.164,3.5328
0.165,3.533778357142857
0.166,3.53475
0.167,3.5356772785714288
0.168,3.5366
0.169,3.537587792857143
0.17,3.5385
0.171,3.53945
0.172,3.5404049428571427
0.173,3.54135
0.174,3.5423180857142853
0.175,3.5433
0.176,3.5442118857142857
0.177,3.5452
0.178,3.5461953
0.179,3.54718085
0.18,3.548144571428571
0.181,3.5491
0.182,3.55005
0.183,3.550957814285714
0.184,3.551902685714285
0.185,3.5529
0.186,3.553857157142857
0.187,3.5548
0.188,3.5557
0.189,3.55655
0.19,3.557453
0.191,3.55835
0.192,3.5592
0.193,3.560066242857143
0.194,3.5609
0.195,3.5617
0.196,3.5625
0.197,3.5633
0.198,3.5641
0.199,3.564867578571429
0.2,3.5656
0.201,3.56635
0.202,3.5671
0.203,3.5678
0.204,3.5685433714285715
0.205,3.5692500000000003
0.206,3.5699916714285718
0.207,3.57065
0.208,3.57135
0.209,3.5720011571428567
0.21,3.57275
0.211,3.57345
0.212,3.5741500000000004
0.213,3.57485
0.214,3.5755
0.215,3.576227642857143
0.216,3.57695
0.217,3.577610264285714
0.218,3.578306442857143
0.219,3.57905
0.22,3.57975
0.221,3.58045
0.222,3.58115
0.223,3.58185
0.224,3.58255
0.225,3.58325
0.226,3.58395
0.227,3.58475
0.228,3.58545
0.229,3.58615
0.23,3.58685
0.231,3.58755
0.232,3.588235885714285
0.233,3.58895
0.234,3.58965
0.235,3.5903445
0.236,3.591021457142857
0.237,3.5916390428571425
0.238,3.5923
0.239,3.59295
0.24,3.5936000000000003
0.241,3.5942
0.242,3.59485
0.243,3.59544555
0.244,3.596034228571428
0.245,3.5966
0.246,3.597171628571428
0.247,3.59775
0.248,3.598316171428571
0.249,3.59885
0.25,3.5994035714285717
0.251,3.5999
0.252,3.60045
0.253,3.6009697642857144
0.254,3.6015
0.255,3.60205
0.256,3.6025
0.257,3.603
0.258,3.60355
0.259,3.60405
0.26,3.6045
0.261,3.605012325
0.262,3.60555
0.263,3.60605
0.264,3.6065489142857134
0.265,3.607
0.266,3.6075
0.267,3.60795
0.268,3.60845
0.269,3.6089
0.27,3.6094
0.271,3.60985
0.272,3.6103825333333335
0.273,3.610840814285714
0.274,3.6113
0.275,3.61170875
0.276,3.61215
0.277,3.6126
0.278,3.61305
0.279,3.6135173
0.28,3.613986
0.281,3.61435
0.282,3.6148
0.283,3.61525
0.284,3.61565
0.285,3.6161
0.286,3.616493185714286
0.287,3.6169
0.288,3.617340228571429
0.289,3.61775
0.29,3.6181444285714286
0.291,3.6185
0.292,3.6189
0.293,3.619269092857143
0.294,3.6197
0.295,3.620097785714286
0.296,3.62045
0.297,3.6208
0.298,3.6212
0.299,3.6216
0.3,3.62195
0.301,3.62235
0.302,3.6226884142857134
0.303,3.6230161
0.304,3.623408057142857
0.305,3.6237885357142856
0.306,3.6241
0.307,3.6245
0.308,3.6248458
0.309,3.62515
0.31,3.625570785714286
0.311,3.6259459214285714
0.312,3.62625
0.313,3.6266
0.314,3.6269
0.315,3.62725
0.316,3.6276
0.317,3.62795
0.318,3.6283
0.319,3.62865
0.32,3.628976857142857
0.321,3.629295557142857
0.322,3.6296
0.323,3.62990355
0.324,3.6302726
0.325,3.63055
0.326,3.6309
0.327,3.63125
0.328,3.63155
0.329,3.63185
0.33,3.63215
0.331,3.6325
0.332,3.6328
0.333,3.63315
0.334,3.633417228571429
0.335,3.63375
0.336,3.6340617714285712
0.337,3.6344
0.338,3.6347
0.339,3.63505
0.34,3.63535
0.341,3.6357
0.342,3.63595
0.343,3.63625
0.344,3.63655
0.345,3.6369
0.346,3.6372
0.347,3.6375
0.348,3.63785
0.349,3.638183442857143
0.35,3.638497857142857
0.351,3.6388
0.352,3.639066628571429
0.353,3.6394
0.354,3.6397
0.355,3.64005
0.356,3.64035
0.357,3.64065
0.358,3.64095
0.359,3.6413
0.36,3.6416
0.361,3.6419292714285714
0.362,3.642252014285714
0.363,3.64255
0.364,3.6429
0.365,3.643248107142857
0.366,3.643514814285714
0.367,3.64385
0.368,3.6441982285714287
0.369,3.644482575
0.37,3.64485
0.371,3.6451377
0.372,3.64545
0.373,3.64575
0.374,3.64605
0.375,3.6464
0.376,3.646739028571428
0.377,3.647062878571429
0.378,3.6474
0.379,3.6477
0.38,3.648027428571428
0.381,3.64835
0.382,3.6487035857142858
0.383,3.649
0.384,3.64935
0.385,3.6497
0.386,3.65
0.387,3.6504
0.388,3.6507
0.389,3.65105335
0.39,3.6514
0.391,3.6517
0.392,3.65205
0.393,3.652355521428571
0.394,3.65275
0.395,3.65305
0.396,3.65345
0.397,3.65375
0.398,3.65415
0.399,3.65445
0.4,3.6548
0.401,3.65515
0.402,3.6555
0.403,3.655857528571429
0.404,3.65625
0.405,3.6566
0.406,3.656931185714285
0.407,3.6573
0.408,3.65765
0.409,3.658
0.41,3.6584
0.411,3.65875
0.412,3.6591262
0.413,3.6595
0.414,3.6598918
0.415,3.6602395
0.416,3.6606
0.417,3.661
0.418,3.661326257142857
0.419,3.6617
0.42,3.6621
0.421,3.6625
0.422,3.6629
0.423,3.6632
0.424,3.663609028571429
0.425,3.664
0.426,3.6644
0.427,3.6648
0.428,3.6652
0.429,3.6656
0.43,3.666
0.431,3.6664
0.432,3.6668
0.433,3.667248478571429
0.434,3.667615185714285
0.435,3.667977357142857
0.436,3.6684
0.437,3.6688
0.438,3.66925
0.439,3.66965
0.44,3.67005
0.441,3.6705354357142856
0.442,3.670878528571429
0.443,3.6713
0.444,3.67175
0.445,3.6722
0.446,3.67265
0.447,3.673080328571429
0.448,3.673499028571429
0.449,3.6739
0.45,3.67435
0.451,3.6748
0.452,3.67525
0.453,3.6757
0.454,3.67615
0.455,3.67655
0.456,3.67705
0.457,3.6775
0.458,3.6779198714285712
0.459,3.6784
0.46,3.6789
0.461,3.67935
0.462,3.67985
0.463,3.6803
0.464,3.68075
0.465,3.681209785714286
0.466,3.6817
0.467,3.6822
0.468,3.68275
0.469,3.6832
0.47,3.6837
0.471,3.6842
0.472,3.6847
0.473,3.6852
0.474,3.685692371428572
0.475,3.68625
0.476,3.6867
0.477,3.68725
0.478,3.687743157142857
0.479,3.6883
0.48,3.6888
0.481,3.6893432785714286
0.482,3.6899
0.483,3.69045
0.484,3.69095
0.485,3.69155
0.486,3.69205
0.487,3.6926
0.488,3.6932
0.489,3.693734078571429
0.49,3.6942772857142856
0.491,3.69485
0.492,3.69545
0.493,3.696
0.494,3.6966
0.495,3.6972
0.496,3.6977537714285713
0.497,3.69835
0.498,3.6989483142857136
0.499,3.6995
0.5,3.7001
0.501,3.70075
0.502,3.701369742857143
0.503,3.70195
0.504,3.702551028571429
0.505,3.7032
0.506,3.703817614285714
0.507,3.70445
0.508,3.70505
0.509,3.70575
0.51,3.70635
0.511,3.707
0.512,3.70765
0.513,3.70835
0.514,3.70895
0.515,3.70965
0.516,3.7103
0.517,3.711
0.518,3.71165
0.519,3.71235
0.52,3.713019428571428
0.5209999999999999,3.71375
0.522,3.71445
0.5229999999999999,3.71515
0.524,3.7158
0.5249999999999999,3.7165316071428567
0.526,3.717279057142857
0.5269999999999999,3.717954899999999
0.528,3.71875
0.5289999999999999,3.71945
0.53,3.7202
0.5309999999999999,3.72095
0.532,3.72175
0.5329999999999999,3.7225
0.534,3.7232
0.5349999999999999,3.723968785714286
0.536,3.72475
0.5369999999999999,3.72555
0.538,3.7263
0.5389999999999999,3.7271
0.54,3.727886142857143
0.5409999999999999,3.7287
0.542,3.7295
0.5429999999999999,3.73035
0.544,3.731152971428572
0.5449999999999999,3.732
0.546,3.7328
0.5469999999999999,3.733653608333333
0.548,3.7345
0.5489999999999999,3.735359157142857
0.55,3.73625
0.5509999999999999,3.7371037
0.552,3.738043771428572
0.5529999999999999,3.73895
0.554,3.7398169428571433
0.5549999999999999,3.7407
0.556,3.741667742857144
0.5569999999999999,3.7426
0.558,3.74355
0.5589999999999999,3.7445
0.56,3.745434571428572
0.5609999999999999,3.746437871428572
0.562,3.7474
0.563,3.748443328571429
0.5640000000000001,3.7494
0.565,3.75045
0.5660000000000001,3.751469914285715
0.567,3.752491335714286
0.5680000000000001,3.753582685714286
0.569,3.7547
0.5700000000000001,3.7558
0.571,3.7569
0.5720000000000001,3.758
0.573,3.75916605
0.5740000000000001,3.76035
0.575,3.76155
0.5760000000000001,3.76275
0.577,3.76395
0.5780000000000001,3.7652
0.579,3.76645
0.5800000000000001,3.767760285714286
0.581,3.76905685
0.5820000000000001,3.7704
0.583,3.771773528571428
0.584,3.77315
0.585,3.77455
0.586,3.7759771571428566
0.587,3.777355471428571
0.588,3.778824171428571
0.589,3.78025
0.59,3.78175
0.591,3.7832
0.592,3.7847
0.593,3.7862
0.594,3.787681185714286
0.595,3.78915
0.596,3.7906451999999993
0.597,3.7921
0.598,3.7935826
0.599,3.795
0.6,3.796488571428571
0.601,3.7979
0.602,3.799321685714285
0.603,3.80075
0.604,3.8021
0.605,3.8035
0.606,3.80485
0.607,3.8062
0.608,3.80755
0.609,3.80885
0.61,3.8102
0.611,3.8115
0.612,3.8128
0.613,3.81405
0.614,3.81535
0.615,3.8166
0.616,3.8178120571428567
0.617,3.819080757142857
0.618,3.8203
0.619,3.82155
0.62,3.82275
0.621,3.82395
0.622,3.825177557142857
0.623,3.826355735714285
0.624,3.82755
0.625,3.82875
0.626,3.8299
0.627,3.8311
0.628,3.832215028571429
0.629,3.8334
0.63,3.834520785714286
0.631,3.8357
0.632,3.8368
0.633,3.8379684785714288
0.634,3.839134371428572
0.635,3.84025
0.636,3.8414
0.637,3.8425
0.638,3.8436
0.639,3.84475
0.64,3.84585
0.641,3.847009278571428
0.642,3.8481
0.643,3.8492
0.644,3.85035
0.645,3.851441958333333
0.646,3.85255
0.647,3.853733335714286
0.648,3.8548
0.649,3.855900078571429
0.6499999999999999,3.857066785714285
0.651,3.85815
0.6519999999999999,3.8592502
0.653,3.8604
0.6539999999999999,3.861491985714285
0.655,3.8626
0.6559999999999999,3.86375
0.657,3.8649
0.6579999999999999,3.866
0.659,3.8671
0.6599999999999999,3.8682
0.661,3.869396414285714
0.6619999999999999,3.870446671428571
0.663,3.871590957142857
0.6639999999999999,3.8727
0.665,3.87385
0.6659999999999999,3.8749483857142857
0.667,3.87605
0.6679999999999999,3.87715
0.669,3.8783
0.6699999999999999,3.8794138571428576
0.671,3.88055
0.6719999999999999,3.88165
0.673,3.8828
0.6739999999999999,3.8839
0.675,3.88505
0.6759999999999999,3.8862
0.677,3.8873
0.6779999999999999,3.88845
0.679,3.88955
0.6799999999999999,3.89065
0.681,3.8918
0.6819999999999999,3.8929
0.683,3.89405
0.6839999999999999,3.89515
0.685,3.8962952142857135
0.6859999999999999,3.8974
0.687,3.898539757142857
0.688,3.89965
0.6890000000000001,3.9007843000000006
0.69,3.9019
0.6910000000000001,3.90305
0.692,3.9042
0.6930000000000001,3.9053162428571433
0.694,3.9063901857142858
0.6950000000000001,3.907561464285714
0.696,3.9087
0.6970000000000001,3.9098
0.698,3.9109447
0.6990000000000001,3.91205
0.7,3.913211428571429
0.7010000000000001,3.91435
0.702,3.915505971428571
0.7030000000000001,3.91665
0.704,3.917793371428571
0.7050000000000001,3.91885
0.706,3.92
0.7070000000000001,3.92115
0.708,3.9223
0.7090000000000001,3.923401157142857
0.71,3.92455
0.7110000000000001,3.92565
0.712,3.9267584666666666
0.713,3.9279
0.714,3.9291
0.715,3.9302
0.716,3.9313
0.717,3.93245
0.718,3.9336
0.719,3.9347095857142858
0.72,3.93585
0.721,3.93695
0.722,3.938133985714286
0.723,3.93925
0.724,3.940360228571429
0.725,3.9415
0.726,3.9426547714285713
0.727,3.9438
0.728,3.9449
0.729,3.946058078571428
0.73,3.9472
0.731,3.94835
0.732,3.9494582
0.733,3.950649957142857
0.734,3.95175
0.735,3.9529
0.736,3.95405
0.737,3.9552
0.738,3.9563
0.739,3.957476442857143
0.74,3.9586
0.741,3.95975
0.742,3.9609
0.743,3.96205
0.744,3.9632
0.745,3.9643
0.746,3.965506385714286
0.747,3.96665
0.748,3.9677898
0.749,3.96895
0.75,3.9701
0.751,3.971272271428572
0.752,3.9724
0.753,3.97355
0.754,3.9747
0.755,3.9759
0.756,3.977
0.757,3.9782
0.758,3.9793640142857134
0.759,3.9805
0.76,3.98165
0.761,3.9828307
0.762,3.9840006
0.763,3.98515
0.764,3.98635
0.765,3.9875
0.766,3.98865
0.767,3.9898
0.768,3.99095
0.769,3.99215
0.77,3.9933
0.771,3.9945
0.772,3.9956622
0.773,3.996855435714286
0.774,3.998
0.775,3.9992
0.776,4.00035
0.777,4.00155
0.778,4.00275
0.779,4.0039
0.78,4.00505
0.781,4.00625
0.782,4.00745
0.783,4.00865
0.784,4.009819828571429
0.785,4.011016035714286
0.786,4.01215
0.787,4.0134
0.788,4.014592742857143
0.789,4.0158000000000005
0.79,4.016957357142857
0.791,4.018143921428572
0.792,4.019349999999999
0.7929999999999999,4.02055
0.794,4.02175
0.7949999999999999,4.02295
0.796,4.024150000000001
0.7969999999999999,4.02535
0.798,4.02655
0.7989999999999999,4.027749999999999
0.8,4.028901428571428
0.8009999999999999,4.030171158333333
0.802,4.031391985714286
0.8029999999999999,4.032558692857142
0.804,4.0337754
0.8049999999999999,4.03495
0.806,4.036158814285715
0.8069999999999999,4.037375521428571
0.808,4.038601828571429
0.8089999999999999,4.03985
0.81,4.04105
0.8109999999999999,4.042249999999999
0.812,4.04345
0.813,4.044700000000001
0.8140000000000001,4.0459
0.815,4.0471
0.8160000000000001,4.048373485714286
0.817,4.049556878571428
0.8180000000000001,4.050800000000001
0.819,4.052036728571428
0.8200000000000001,4.05325
0.821,4.05445
0.8220000000000001,4.05565
0.823,4.0569
0.8240000000000001,4.0581
0.825,4.059347678571429
0.826,4.060514385714286
0.827,4.0618
0.828,4.063
0.829,4.0642
0.83,4.065481214285715
0.831,4.06665
0.832,4.067914628571428
0.833,4.0691500000000005
0.834,4.070397757142857
0.835,4.07165
0.836,4.0728386
0.837,4.074059042857142
0.838,4.0753
0.839,4.076499999999999
0.84,4.077722285714286
0.841,4.079000000000001
0.842,4.0802
0.843,4.0814
0.844,4.082649999999999
0.845,4.0839
0.846,4.0851500000000005
0.847,4.086346992857143
0.848,4.0876
0.849,4.0888
0.85,4.090030714285714
0.851,4.0912500000000005
0.852,4.0925252571428565
0.853,4.09375
0.854,4.09495
0.855,4.0962
0.856,4.097437028571429
0.857,4.09865
0.858,4.0999
0.859,4.1011
0.86,4.102350142857143
0.861,4.10355
0.862,4.10485
0.863,4.10605
0.864,4.1072500000000005
0.865,4.10855
0.866,4.1098
0.867,4.111
0.868,4.112201799999999
0.869,4.113478871428572
0.87,4.1147
0.871,4.115918983333334
0.872,4.117175771428571
0.873,4.118392478571428
0.874,4.11965
0.875,4.120894642857143
0.876,4.1221
0.877,4.1233
0.878,4.124583157142857
0.879,4.1258
0.88,4.127006
0.881,4.12825
0.882,4.12945
0.883,4.1307
0.884,4.131978485714286
0.885,4.1332
0.886,4.134399999999999
0.887,4.1357
0.888,4.1369232
0.889,4.13815
0.89,4.13935
0.891,4.1405831285714285
0.892,4.141808971428571
0.893,4.14309805
0.894,4.144299999999999
0.895,4.14555
0.896,4.1467553142857145
0.897,4.148
0.898,4.14925
0.899,4.150454157142858
0.9,4.1517
0.901,4.1529
0.902,4.15415
0.903,4.155415507142857
0.904,4.15665
0.905,4.1579
0.906,4.1590992333333325
0.907,4.160299999999999
0.908,4.16155
0.909,4.162800000000001
0.91,4.16405
0.911,4.165270207142857
0.912,4.1665369142857145
0.913,4.16775
0.914,4.1690000000000005
0.915,4.1702
0.916,4.1715
0.917,4.172700000000001
0.918,4.17395
0.919,4.1752
0.92,4.176434857142857
0.921,4.1777
0.922,4.1789000000000005
0.923,4.180184978571429
0.924,4.1814
0.925,4.182675535714286
0.926,4.1839
0.927,4.18515
0.928,4.1864
0.929,4.18765
0.93,4.188948142857143
0.931,4.1902
0.932,4.19145
0.933,4.192666335714286
0.934,4.19395
0.935,4.1952
0.936,4.196467485714285
0.937,4.1978
0.938,4.19905
0.939,4.200330728571428
0.94,4.201643428571429
0.941,4.20285
0.942,4.20415
0.943,4.205402307142857
0.944,4.2067644
0.945,4.208007214285713
0.946,4.209350000000001
0.947,4.21065
0.948,4.21195
0.949,4.213289157142857
0.95,4.2146
0.951,4.2159337
0.952,4.21725
0.953,4.2185500000000005
0.954,4.2199
0.955,4.221299999999999
0.956,4.2226
0.957,4.22395
0.958,4.225278885714285
0.959,4.226699999999999
0.96,4.22805
0.961,4.22945
0.962,4.230843699999999
0.963,4.2322500000000005
0.964,4.23365
0.965,4.235024071428572
0.966,4.23645
0.967,4.2379
0.968,4.239337314285715
0.969,4.2408
0.97,4.242291642857142
0.971,4.24370835
0.972,4.245169257142857
0.973,4.246691764285714
0.974,4.248200000000001
0.975,4.249700000000001
0.976,4.251250000000001
0.977,4.2527699000000005
0.978,4.25425
0.979,4.255850000000001
0.98,4.257350000000001
0.981,4.258952150000001
0.982,4.260577685714287
0.983,4.262196385714286
0.984,4.2638
0.985,4.265463678571429
0.986,4.267130385714285
0.987,4.268828328571429
0.988,4.270570942857143
0.989,4.272272871428571
0.99,4.27405
0.991,4.2758
0.992,4.277636114285714
0.993,4.2795000000000005
0.994,4.281373514285715
0.995,4.2833000000000006
0.996,4.28535
0.997,4.2874
0.998,4.28965
0.999,4.292131299999999
1.0,4.298299999999999
