rank	taxon	parent	total	segmented	segmented_fraction	majority_segment	min_segment	max_segment
Kingdom	Shotokuvirae	Monodnaviria	2302	197	8.557775847089486	2	2	8
Kingdom	Orthornavirae	Riboviria	6670	1090	16.34182908545727	3	2	12
Phylum	Cossaviricota	Shotokuvirae	499	2	0.4008016032064128	2	2	2
Phylum	Cressdnaviricota	Shotokuvirae	1560	195	12.5	2	2	8
Phylum	Artimaviricota	Orthornavirae	1	1	100	2	2	2
Phylum	Duplornaviricota	Orthornavirae	308	132	42.857142857142854	10	2	12
Phylum	Kitrinoviricota	Orthornavirae	740	108	14.594594594594595	2	2	5
Phylum	Lenarviricota	Orthornavirae	2822	19	0.6732813607370659	3	2	4
Phylum	Negarnaviricota	Orthornavirae	1661	649	39.0728476821192	3	2	10
Phylum	Pisuviricota	Orthornavirae	1079	145	13.438368860055608	2	2	11
Subphylum	Haploviricotina	Negarnaviricota	1023	35	3.4213098729227758	2	2	4
Subphylum	Polyploviricotina	Negarnaviricota	638	614	96.23824451410658	3	2	10
Class	Mouviricetes	Cossaviricota	1	1	100	2	2	2
Class	Quintoviricetes	Cossaviricota	243	1	0.411522633744856	2	2	2
Class	Arfiviricetes	Cressdnaviricota	744	16	2.1505376344086025	8	4	8
Class	Repensiviricetes	Cressdnaviricota	816	179	21.936274509803923	2	2	3
Class	Furtirnaviricetes	Artimaviricota	1	1	100	2	2	2
Class	Chrymotiviricetes	Duplornaviricota	215	51	23.72093023255814	4	2	7
Class	Resentoviricetes	Duplornaviricota	84	74	88.09523809523809	10	4	12
Class	Vidaverviricetes	Duplornaviricota	9	7	77.77777777777779	3	3	3
Class	Alsuviricetes	Kitrinoviricota	540	96	17.77777777777778	3	2	5
Class	Magsaviricetes	Kitrinoviricota	11	9	81.81818181818183	2	2	2
Class	Tolucaviricetes	Kitrinoviricota	92	3	3.260869565217391	2	2	2
Class	Amabiliviricetes	Lenarviricota	18	16	88.88888888888889	2	2	4
Class	Miaviricetes	Lenarviricota	159	3	1.8867924528301887	3	3	3
Class	Chunqiuviricetes	Haploviricotina	8	8	100	2	2	2
Class	Milneviricetes	Haploviricotina	8	5	62.5	3	3	4
Class	Monjiviricetes	Haploviricotina	1005	20	1.9900497512437811	2	2	2
Class	Yunchangviricetes	Haploviricotina	2	2	100	2	2	2
Class	Bunyaviricetes	Polyploviricotina	616	601	97.56493506493507	3	2	10
Class	Insthoviricetes	Polyploviricotina	22	13	59.09090909090909	6	6	10
Class	Duplopiviricetes	Pisuviricota	153	48	31.372549019607842	2	2	3
Class	Pisoniviricetes	Pisuviricota	641	90	14.040561622464898	2	2	2
Class	Stelpaviricetes	Pisuviricota	274	6	2.18978102189781	2	2	2
Class	Orpoviricetes	NA	26	26	100	2	2	2
Order	Polivirales	Mouviricetes	1	1	100	2	2	2
Order	Piccovirales	Quintoviricetes	243	1	0.411522633744856	2	2	2
Order	Mulpavirales	Arfiviricetes	27	16	59.25925925925925	8	4	8
Order	Geplafuvirales	Repensiviricetes	816	179	21.936274509803923	2	2	3
Order	Divaquavirales	Furtirnaviricetes	1	1	100	2	2	2
Order	Ghabrivirales	Chrymotiviricetes	215	51	23.72093023255814	4	2	7
Order	Reovirales	Resentoviricetes	84	74	88.09523809523809	10	4	12
Order	Mindivirales	Vidaverviricetes	9	7	77.77777777777779	3	3	3
Order	Hepelivirales	Alsuviricetes	28	6	21.428571428571427	2	2	5
Order	Martellivirales	Alsuviricetes	245	90	36.734693877551024	3	2	4
Order	Nodamuvirales	Magsaviricetes	11	9	81.81818181818183	2	2	2
Order	Tolivirales	Tolucaviricetes	92	3	3.260869565217391	2	2	2
Order	Wolframvirales	Amabiliviricetes	18	16	88.88888888888889	2	2	4
Order	Ourlivirales	Miaviricetes	159	3	1.8867924528301887	3	3	3
Order	Muvirales	Chunqiuviricetes	8	8	100	2	2	2
Order	Naedrevirales	Milneviricetes	8	5	62.5	3	3	4
Order	Jingchuvirales	Monjiviricetes	58	12	20.689655172413794	2	2	2
Order	Mononegavirales	Monjiviricetes	947	8	0.8447729672650475	2	2	2
Order	Goujianvirales	Yunchangviricetes	2	2	100	2	2	2
Order	Elliovirales	Bunyaviricetes	304	294	96.71052631578947	3	2	10
Order	Hareavirales	Bunyaviricetes	312	307	98.3974358974359	3	2	8
Order	Articulavirales	Insthoviricetes	22	13	59.09090909090909	6	6	10
Order	Durnavirales	Duplopiviricetes	153	48	31.372549019607842	2	2	3
Order	Picornavirales	Pisoniviricetes	391	90	23.017902813299234	2	2	2
Order	Patatavirales	Stelpaviricetes	252	6	2.380952380952381	2	2	2
Order	Bormycovirales	Orpoviricetes	13	13	100	2	2	2
Order	Formycovirales	Orpoviricetes	13	13	100	2	2	2
Suborder	Alphatotivirineae	Ghabrivirales	162	46	28.39506172839506	4	2	7
Suborder	Gammatotivirineae	Ghabrivirales	5	5	100	4	3	4
Family	Bidnaviridae	Polivirales	1	1	100	2	2	2
Family	Parvoviridae	Piccovirales	243	1	0.411522633744856	2	2	2
Family	Metaxyviridae	Mulpavirales	1	1	100	4	4	4
Family	Nanoviridae	Mulpavirales	15	15	100	8	6	8
Family	Geminiviridae	Geplafuvirales	549	178	32.42258652094718	2	2	2
Family	Genomoviridae	Geplafuvirales	237	1	0.42194092827004215	3	3	3
Family	Hakuzoviridae	Divaquavirales	1	1	100	2	2	2
Family	Botybirnaviridae	Alphatotivirineae	9	9	100	2	2	2
Family	Chrysoviridae	Alphatotivirineae	29	29	100	4	3	7
Family	Megabirnaviridae	Alphatotivirineae	5	5	100	2	2	2
Family	Quadriviridae	Alphatotivirineae	3	3	100	4	4	4
Family	Alternaviridae	Gammatotivirineae	5	5	100	4	3	4
Family	Sedoreoviridae	Reovirales	44	36	81.81818181818183	10	9	12
Family	Spinareoviridae	Reovirales	40	38	95	10	4	12
Family	Cystoviridae	Mindivirales	9	7	77.77777777777779	3	3	3
Family	Alphatetraviridae	Hepelivirales	4	2	50	2	2	2
Family	Benyviridae	Hepelivirales	4	4	100	2	2	5
Family	Bromoviridae	Martellivirales	52	38	73.07692307692307	3	2	3
Family	Closteroviridae	Martellivirales	56	13	23.214285714285715	2	2	3
Family	Kitaviridae	Martellivirales	14	14	100	2	2	4
Family	Mayoviridae	Martellivirales	4	4	100	2	2	2
Family	Virgaviridae	Martellivirales	56	21	37.5	2	2	3
Family	Nodaviridae	Nodamuvirales	9	9	100	2	2	2
Family	Tombusviridae	Tolivirales	91	3	3.296703296703297	2	2	2
Family	Splipalmiviridae	Wolframvirales	16	16	100	2	2	4
Family	Botourmiaviridae	Ourlivirales	159	3	1.8867924528301887	3	3	3
Family	Qinviridae	Muvirales	8	8	100	2	2	2
Family	Aspiviridae	Naedrevirales	8	5	62.5	3	3	4
Family	Chuviridae	Jingchuvirales	43	12	27.906976744186046	2	2	2
Family	Nyamiviridae	Mononegavirales	29	1	3.4482758620689653	2	2	2
Family	Rhabdoviridae	Mononegavirales	580	7	1.206896551724138	2	2	2
Family	Yueviridae	Goujianvirales	2	2	100	2	2	2
Family	Cruliviridae	Elliovirales	4	4	100	3	3	3
Family	Fimoviridae	Elliovirales	33	33	100	5	4	10
Family	Hantaviridae	Elliovirales	55	55	100	3	2	3
Family	Peribunyaviridae	Elliovirales	152	152	100	3	3	3
Family	Phasmaviridae	Elliovirales	30	26	86.66666666666667	3	3	3
Family	Tospoviridae	Elliovirales	28	24	85.71428571428571	3	2	3
Family	Arenaviridae	Hareavirales	71	71	100	2	2	3
Family	Discoviridae	Hareavirales	6	1	16.666666666666664	3	3	3
Family	Konkoviridae	Hareavirales	2	2	100	4	4	4
Family	Leishbuviridae	Hareavirales	11	11	100	3	3	3
Family	Mypoviridae	Hareavirales	1	1	100	3	3	3
Family	Nairoviridae	Hareavirales	60	60	100	3	2	3
Family	Phenuiviridae	Hareavirales	159	159	100	3	2	8
Family	Tosoviridae	Hareavirales	1	1	100	2	2	2
Family	Wupedeviridae	Hareavirales	1	1	100	3	3	3
Family	Amnoonviridae	Articulavirales	1	1	100	10	10	10
Family	Orthomyxoviridae	Articulavirales	21	12	57.14285714285714	6	6	8
Family	Curvulaviridae	Durnavirales	8	2	25	2	2	2
Family	Partitiviridae	Durnavirales	45	42	93.33333333333333	2	2	3
Family	Picobirnaviridae	Durnavirales	3	3	100	2	2	2
Family	Soropartitiviridae	Durnavirales	1	1	100	2	2	2
Family	Secoviridae	Picornavirales	151	90	59.60264900662252	2	2	2
Family	Potyviridae	Patatavirales	252	6	2.380952380952381	2	2	2
Family	Hadakaviridae	NA	1	1	100	11	11	11
Family	Alphaormycoviridae	Bormycovirales	9	9	100	2	2	2
Family	Deltanormycoviridae	Bormycovirales	4	4	100	2	2	2
Family	Betaormycoviridae	Formycovirales	7	7	100	2	2	2
Family	Gammaormycoviridae	Formycovirales	6	6	100	2	2	2
Family	Birnaviridae	NA	11	10	90.9090909090909	2	2	2
Family	Polymycoviridae	NA	10	10	100	4	4	8
Subfamily	Hamaparvovirinae	Parvoviridae	42	1	2.380952380952381	2	2	2
Subfamily	Regressovirinae	Tombusviridae	17	3	17.647058823529413	2	2	2
Subfamily	Betarhabdovirinae	Rhabdoviridae	253	7	2.766798418972332	2	2	2
Subfamily	Actantavirinae	Hantaviridae	5	5	100	3	3	3
Subfamily	Agantavirinae	Hantaviridae	1	1	100	3	3	3
Subfamily	Mammantavirinae	Hantaviridae	48	48	100	3	2	3
Subfamily	Repantavirinae	Hantaviridae	1	1	100	3	3	3
Subfamily	Comovirinae	Secoviridae	78	62	79.48717948717949	2	2	2
Genus	Bidensovirus	Bidnaviridae	1	1	100	2	2	2
Genus	Brevihamaparvovirus	Hamaparvovirinae	3	1	33.33333333333333	2	2	2
Genus	Cofodevirus	Metaxyviridae	1	1	100	4	4	4
Genus	Babuvirus	Nanoviridae	3	3	100	6	6	6
Genus	Nanovirus	Nanoviridae	12	12	100	8	7	8
Genus	Begomovirus	Geminiviridae	464	178	38.362068965517246	2	2	2
Genus	Gemytripvirus	Genomoviridae	1	1	100	3	3	3
Genus	Atsuirnavirus	Hakuzoviridae	1	1	100	2	2	2
Genus	Botybirnavirus	Botybirnaviridae	9	9	100	2	2	2
Genus	Alphachrysovirus	Chrysoviridae	18	18	100	4	3	4
Genus	Betachrysovirus	Chrysoviridae	11	11	100	4	4	7
Genus	Megabirnavirus	Megabirnaviridae	5	5	100	2	2	2
Genus	Quadrivirus	Quadriviridae	3	3	100	4	4	4
Genus	Alternavirus	Alternaviridae	5	5	100	4	3	4
Genus	Mimoreovirus	Sedoreoviridae	1	1	100	11	11	11
Genus	Orbivirus	Sedoreoviridae	21	20	95.23809523809523	10	10	10
Genus	Phytoreovirus	Sedoreoviridae	3	3	100	12	9	12
Genus	Rotavirus	Sedoreoviridae	11	9	81.81818181818183	11	11	11
Genus	Seadornavirus	Sedoreoviridae	3	3	100	12	12	12
Genus	Aquareovirus	Spinareoviridae	5	5	100	11	10	11
Genus	Coltivirus	Spinareoviridae	5	5	100	12	10	12
Genus	Cypovirus	Spinareoviridae	7	7	100	10	4	11
Genus	Dinovernavirus	Spinareoviridae	1	1	100	9	9	9
Genus	Fijivirus	Spinareoviridae	7	7	100	10	4	10
Genus	Mycoreovirus	Spinareoviridae	3	2	66.66666666666666	11	11	12
Genus	Orthoreovirus	Spinareoviridae	10	10	100	10	10	10
Genus	Oryzavirus	Spinareoviridae	1	1	100	10	10	10
Genus	Alphacystovirus	Cystoviridae	1	1	100	3	3	3
Genus	Betacystovirus	Cystoviridae	1	1	100	3	3	3
Genus	Deltacystovirus	Cystoviridae	1	1	100	3	3	3
Genus	Gammacystovirus	Cystoviridae	2	2	100	3	3	3
Genus	Orthocystovirus	Cystoviridae	2	2	100	3	3	3
Genus	Omegatetravirus	Alphatetraviridae	3	2	66.66666666666666	2	2	2
Genus	Benyvirus	Benyviridae	4	4	100	2	2	5
Genus	Alfamovirus	Bromoviridae	1	1	100	3	3	3
Genus	Anulavirus	Bromoviridae	3	3	100	3	3	3
Genus	Bromovirus	Bromoviridae	7	7	100	3	3	3
Genus	Cucumovirus	Bromoviridae	4	4	100	3	3	3
Genus	Ilarvirus	Bromoviridae	36	22	61.111111111111114	3	2	3
Genus	Oleavirus	Bromoviridae	1	1	100	3	3	3
Genus	Crinivirus	Closteroviridae	14	13	92.85714285714286	2	2	3
Genus	Blunervirus	Kitaviridae	3	3	100	4	4	4
Genus	Cilevirus	Kitaviridae	8	8	100	2	2	2
Genus	Higrevirus	Kitaviridae	3	3	100	3	3	3
Genus	Idaeovirus	Mayoviridae	2	2	100	2	2	2
Genus	Pteridovirus	Mayoviridae	2	2	100	2	2	2
Genus	Furovirus	Virgaviridae	6	6	100	2	2	2
Genus	Goravirus	Virgaviridae	2	2	100	2	2	2
Genus	Hordeivirus	Virgaviridae	3	3	100	2	2	3
Genus	Pecluvirus	Virgaviridae	2	2	100	2	2	2
Genus	Pomovirus	Virgaviridae	5	5	100	3	3	3
Genus	Tobravirus	Virgaviridae	3	3	100	2	2	2
Genus	Alphanodavirus	Nodaviridae	5	5	100	2	2	2
Genus	Betanodavirus	Nodaviridae	4	4	100	2	2	2
Genus	Dianthovirus	Regressovirinae	3	3	100	2	2	2
Genus	Delepalmivirus	Splipalmiviridae	4	4	100	2	2	3
Genus	Divipalmivirus	Splipalmiviridae	6	6	100	2	2	4
Genus	Jakapalmivirus	Splipalmiviridae	6	6	100	2	2	3
Genus	Ourmiavirus	Botourmiaviridae	3	3	100	3	3	3
Genus	Yingvirus	Qinviridae	8	8	100	2	2	2
Genus	Ophiovirus	Aspiviridae	8	5	62.5	3	3	4
Genus	Boscovirus	Chuviridae	2	2	100	2	2	2
Genus	Chuvivirus	Chuviridae	2	2	100	2	2	2
Genus	Demapteravirus	Chuviridae	1	1	100	2	2	2
Genus	Doliuvirus	Chuviridae	1	1	100	2	2	2
Genus	Mivirus	Chuviridae	10	1	10	2	2	2
Genus	Pterovirus	Chuviridae	1	1	100	2	2	2
Genus	Scarabeuvirus	Chuviridae	7	4	57.14285714285714	2	2	2
Genus	Tapwovirus	Nyamiviridae	2	1	50	2	2	2
Genus	Dichorhavirus	Betarhabdovirinae	6	5	83.33333333333334	2	2	2
Genus	Varicosavirus	Betarhabdovirinae	43	2	4.651162790697675	2	2	2
Genus	Yuyuevirus	Yueviridae	2	2	100	2	2	2
Genus	Lincruvirus	Cruliviridae	4	4	100	3	3	3
Genus	Emaravirus	Fimoviridae	33	33	100	5	4	10
Genus	Actinovirus	Actantavirinae	3	3	100	3	3	3
Genus	Percilovirus	Actantavirinae	2	2	100	3	3	3
Genus	Agnathovirus	Agantavirinae	1	1	100	3	3	3
Genus	Loanvirus	Mammantavirinae	2	2	100	3	3	3
Genus	Mobatvirus	Mammantavirinae	7	7	100	3	3	3
Genus	Orthohantavirus	Mammantavirinae	37	37	100	3	2	3
Genus	Thottimvirus	Mammantavirinae	2	2	100	3	3	3
Genus	Reptillovirus	Repantavirinae	1	1	100	3	3	3
Genus	Gryffinivirus	Peribunyaviridae	2	2	100	3	3	3
Genus	Herbevirus	Peribunyaviridae	3	3	100	3	3	3
Genus	Khurdivirus	Peribunyaviridae	1	1	100	3	3	3
Genus	Lakivirus	Peribunyaviridae	1	1	100	3	3	3
Genus	Lambavirus	Peribunyaviridae	1	1	100	3	3	3
Genus	Orthobunyavirus	Peribunyaviridae	138	138	100	3	3	3
Genus	Pacuvirus	Peribunyaviridae	5	5	100	3	3	3
Genus	Shangavirus	Peribunyaviridae	1	1	100	3	3	3
Genus	Cicadellivirus	Phasmaviridae	1	1	100	3	3	3
Genus	Feravirus	Phasmaviridae	3	3	100	3	3	3
Genus	Hymovirus	Phasmaviridae	2	2	100	3	3	3
Genus	Jonvirus	Phasmaviridae	3	1	33.33333333333333	3	3	3
Genus	Orthophasmavirus	Phasmaviridae	19	17	89.47368421052632	3	3	3
Genus	Sawastrivirus	Phasmaviridae	1	1	100	3	3	3
Genus	Wuhivirus	Phasmaviridae	1	1	100	3	3	3
Genus	Orthotospovirus	Tospoviridae	28	24	85.71428571428571	3	2	3
Genus	Antennavirus	Arenaviridae	4	4	100	3	3	3
Genus	Hartmanivirus	Arenaviridae	8	8	100	2	2	3
Genus	Innmovirus	Arenaviridae	1	1	100	3	3	3
Genus	Mammarenavirus	Arenaviridae	53	53	100	2	2	3
Genus	Reptarenavirus	Arenaviridae	5	5	100	2	2	2
Genus	Orthodiscovirus	Discoviridae	6	1	16.666666666666664	3	3	3
Genus	Olpivirus	Konkoviridae	2	2	100	4	4	4
Genus	Shilevirus	Leishbuviridae	11	11	100	3	3	3
Genus	Hubavirus	Mypoviridae	1	1	100	3	3	3
Genus	Norwavirus	Nairoviridae	2	2	100	2	2	2
Genus	Ocetevirus	Nairoviridae	1	1	100	3	3	3
Genus	Orthonairovirus	Nairoviridae	52	52	100	3	3	3
Genus	Sabavirus	Nairoviridae	1	1	100	2	2	2
Genus	Shaspivirus	Nairoviridae	1	1	100	3	3	3
Genus	Sitinavirus	Nairoviridae	1	1	100	2	2	2
Genus	Striwavirus	Nairoviridae	1	1	100	3	3	3
Genus	Xinspivirus	Nairoviridae	1	1	100	3	3	3
Genus	Bandavirus	Phenuiviridae	9	9	100	3	3	3
Genus	Beidivirus	Phenuiviridae	1	1	100	3	3	3
Genus	Bocivirus	Phenuiviridae	4	4	100	3	2	3
Genus	Citricivirus	Phenuiviridae	1	1	100	3	3	3
Genus	Coguvirus	Phenuiviridae	7	7	100	2	2	2
Genus	Entovirus	Phenuiviridae	1	1	100	2	2	2
Genus	Goukovirus	Phenuiviridae	5	5	100	3	3	3
Genus	Horwuvirus	Phenuiviridae	3	3	100	4	3	4
Genus	Hudivirus	Phenuiviridae	1	1	100	3	3	3
Genus	Hudovirus	Phenuiviridae	1	1	100	3	3	3
Genus	Ixovirus	Phenuiviridae	3	3	100	2	2	2
Genus	Laulavirus	Phenuiviridae	5	5	100	3	3	3
Genus	Lentinuvirus	Phenuiviridae	1	1	100	2	2	2
Genus	Mechlorovirus	Phenuiviridae	2	2	100	6	6	8
Genus	Mobuvirus	Phenuiviridae	4	4	100	3	2	3
Genus	Phasivirus	Phenuiviridae	7	7	100	3	3	3
Genus	Phlebovirus	Phenuiviridae	67	67	100	3	2	3
Genus	Pidchovirus	Phenuiviridae	2	2	100	3	3	3
Genus	Rubodvirus	Phenuiviridae	4	4	100	3	3	5
Genus	Tanzavirus	Phenuiviridae	1	1	100	3	3	3
Genus	Tenuivirus	Phenuiviridae	11	11	100	4	2	6
Genus	Uukuvirus	Phenuiviridae	18	18	100	3	2	3
Genus	Wenrivirus	Phenuiviridae	1	1	100	4	4	4
Genus	Fraservirus	Tosoviridae	1	1	100	2	2	2
Genus	Wumivirus	Wupedeviridae	1	1	100	3	3	3
Genus	Tilapinevirus	Amnoonviridae	1	1	100	10	10	10
Genus	Alphainfluenzavirus	Orthomyxoviridae	1	1	100	8	8	8
Genus	Betainfluenzavirus	Orthomyxoviridae	1	1	100	8	8	8
Genus	Deltainfluenzavirus	Orthomyxoviridae	1	1	100	7	7	7
Genus	Gammainfluenzavirus	Orthomyxoviridae	1	1	100	7	7	7
Genus	Isavirus	Orthomyxoviridae	1	1	100	8	8	8
Genus	Mykissvirus	Orthomyxoviridae	1	1	100	8	8	8
Genus	Quaranjavirus	Orthomyxoviridae	6	3	50	7	6	7
Genus	Thogotovirus	Orthomyxoviridae	8	3	37.5	6	6	6
Genus	Orthocurvulavirus	Curvulaviridae	8	2	25	2	2	2
Genus	Alphapartitivirus	Partitiviridae	14	13	92.85714285714286	2	2	2
Genus	Betapartitivirus	Partitiviridae	17	16	94.11764705882352	2	2	2
Genus	Cryspovirus	Partitiviridae	1	1	100	2	2	2
Genus	Deltapartitivirus	Partitiviridae	5	4	80	2	2	3
Genus	Gammapartitivirus	Partitiviridae	8	8	100	2	2	3
Genus	Orthopicobirnavirus	Picobirnaviridae	3	3	100	2	2	2
Genus	Caliparnavirus	Soropartitiviridae	1	1	100	2	2	2
Genus	Comovirus	Comovirinae	14	13	92.85714285714286	2	2	2
Genus	Fabavirus	Comovirinae	13	10	76.92307692307693	2	2	2
Genus	Nepovirus	Comovirinae	47	39	82.97872340425532	2	2	2
Genus	Cheravirus	Secoviridae	8	8	100	2	2	2
Genus	Sadwavirus	Secoviridae	13	8	61.53846153846154	2	2	2
Genus	Stralarivirus	Secoviridae	3	3	100	2	2	2
Genus	Torradovirus	Secoviridae	12	9	75	2	2	2
Genus	Bymovirus	Potyviridae	6	6	100	2	2	2
Genus	Hadakavirus	Hadakaviridae	1	1	100	11	11	11
Genus	Dormycovirus	Alphaormycoviridae	3	3	100	2	2	2
Genus	Phormycovirus	Alphaormycoviridae	6	6	100	2	2	2
Genus	Bormycovirus	Deltanormycoviridae	4	4	100	2	2	2
Genus	Stormycovirus	Betaormycoviridae	2	2	100	2	2	2
Genus	Vormycovirus	Betaormycoviridae	5	5	100	2	2	2
Genus	Hormycovirus	Gammaormycoviridae	1	1	100	2	2	2
Genus	Tormycovirus	Gammaormycoviridae	5	5	100	2	2	2
Genus	Aquabirnavirus	Birnaviridae	3	2	66.66666666666666	2	2	2
Genus	Avibirnavirus	Birnaviridae	1	1	100	2	2	2
Genus	Blosnavirus	Birnaviridae	2	2	100	2	2	2
Genus	Dronavirus	Birnaviridae	1	1	100	2	2	2
Genus	Entomobirnavirus	Birnaviridae	2	2	100	2	2	2
Genus	Ronavirus	Birnaviridae	1	1	100	2	2	2
Genus	Telnavirus	Birnaviridae	1	1	100	2	2	2
Genus	Polymycovirus	Polymycoviridae	10	10	100	4	4	8
