Story,Label,Unique Name,Output Case,Case Type,Step Type,FX,FY,FZ,MX,MY,MZ
Base,1,161,Wind Envelope,Combination,Max,35.96002551,11.92441045,686.6219204,47.08421243,98.56318783,0.017497011
Base,1,161,Wind Envelope,Combination,Min,-22.6861974,-9.683259369,525.7752674,-20.03953729,-77.08617317,-0.042304391
Base,2,162,Wind Envelope,Combination,Max,46.39504838,4.65666579,1454.773355,65.68851188,116.4504266,0.043936567
Base,2,162,Wind Envelope,Combination,Min,-17.05882217,-20.67196505,1236.956844,-8.498642847,-68.5506357,-0.056344988
Base,3,163,Wind Envelope,Combination,Max,45.27395713,-5.143579607,1375.507884,82.15972099,114.2121129,0.055006681
Base,3,163,Wind Envelope,Combination,Min,-17.76650719,-30.7888733,1160.296894,7.52728353,-69.27735178,-0.051312732
Base,4,164,Wind Envelope,Combination,Max,34.7724267,-6.420546408,616.3707151,79.79604197,95.82736236,0.068579032
Base,4,164,Wind Envelope,Combination,Min,-22.8213751,-29.83798983,453.5983302,9.569414259,-76.37142331,-0.064811143
Base,5,165,Wind Envelope,Combination,Max,38.61886062,23.52557433,1465.920035,33.55527737,104.0692253,0.048186998
Base,5,165,Wind Envelope,Combination,Min,-27.16254932,-1.011896628,1377.395861,-39.15128111,-85.41842431,-0.04780087
Base,6,166,Wind Envelope,Combination,Max,43.59639118,6.092230909,3384.535278,67.14101084,114.9577139,0.046312317
Base,6,166,Wind Envelope,Combination,Min,-24.5730354,-20.36886112,3276.075339,-10.85397532,-83.36841585,-0.055671396
Base,7,167,Wind Envelope,Combination,Max,43.12960657,-8.242444874,3183.145118,91.48443279,113.5592538,0.04988099
Base,7,167,Wind Envelope,Combination,Min,-24.99128624,-35.15136532,3072.064488,12.9795127,-83.44083141,-0.057529917
Base,8,168,Wind Envelope,Combination,Max,37.75753747,-16.27941347,1326.451801,98.28006726,101.7015241,0.047234627
Base,8,168,Wind Envelope,Combination,Min,-27.04121957,-40.71020456,1220.673109,25.91482343,-84.15152292,-0.061197761
Base,9,169,Wind Envelope,Combination,Max,28.9876172,25.05837524,1588.250788,29.95663012,88.54468352,0.0431207
Base,9,169,Wind Envelope,Combination,Min,-33.58676678,1.192975166,1536.521584,-41.42549898,-96.17176893,-0.054462291
Base,10,170,Wind Envelope,Combination,Max,29.3537818,6.342338497,4029.851316,66.0696508,92.06632528,0.048339482
Base,10,170,Wind Envelope,Combination,Min,-35.16609638,-19.43810118,4004.737474,-11.02780515,-101.8293134,-0.055717634
Base,11,171,Wind Envelope,Combination,Max,29.41331462,-9.344426851,3770.073677,92.67897167,91.52335064,0.049328349
Base,11,171,Wind Envelope,Combination,Min,-35.05568006,-35.53803553,3735.77901,15.17239749,-100.9239143,-0.05656603
Base,12,172,Wind Envelope,Combination,Max,28.57834388,-17.82678783,1457.549657,101.045966,86.894239,0.052191021
Base,12,172,Wind Envelope,Combination,Min,-32.96618984,-42.36715802,1396.347327,28.75801234,-94.02839712,-0.055097124
Base,13,173,Wind Envelope,Combination,Max,41.78537957,30.57135213,1959.9321,20.58449017,109.9726157,0.055109918
Base,13,173,Wind Envelope,Combination,Min,-18.28526452,6.973839304,1894.89724,-50.312472,-71.61379417,-0.041560592
Base,14,174,Wind Envelope,Combination,Max,47.67671238,6.963783792,4984.564766,63.83635125,124.0936553,0.048302
Base,14,174,Wind Envelope,Combination,Min,-13.66543341,-17.63722804,4939.858492,-11.85537377,-67.04040905,-0.057351862
Base,15,175,Wind Envelope,Combination,Max,47.18259308,-11.07660848,4682.207531,94.71541448,122.4487823,0.048662748
Base,15,175,Wind Envelope,Combination,Min,-14.34051555,-36.19536233,4634.231723,18.49806623,-67.44199618,-0.057794073
Base,16,176,Wind Envelope,Combination,Max,41.06657221,-22.89103679,1778.406972,108.3688018,107.7089376,0.041547985
Base,16,176,Wind Envelope,Combination,Min,-18.50310863,-46.66339667,1702.622719,37.42349746,-70.81146402,-0.067657097
Base,17,177,Wind Envelope,Combination,Max,-1.896298084,16.01622843,1984.625971,0,0,0
Base,17,177,Wind Envelope,Combination,Min,-9.734079026,13.02022168,1922.42582,0,0,0
Base,18,178,Wind Envelope,Combination,Max,14.49422966,6.438032886,4833.209604,63.44232601,68.19281846,0.048853343
Base,18,178,Wind Envelope,Combination,Min,-47.05738785,-17.53269656,4793.192235,-10.53289996,-123.2560963,-0.058304842
Base,19,179,Wind Envelope,Combination,Max,15.0958884,-11.36250453,4521.077498,94.21715928,68.51800658,0.048892012
Base,19,179,Wind Envelope,Combination,Min,-46.31600782,-36.04580106,4469.388602,19.40611307,-121.0951123,-0.058208092
Base,20,180,Wind Envelope,Combination,Max,19.10073864,-23.01433597,1787.459175,108.0992181,71.7216422,0.059035308
Base,20,180,Wind Envelope,Combination,Min,-40.18009249,-46.59669369,1717.534863,38.04072005,-106.3899534,-0.05134464
Base,21,181,Wind Envelope,Combination,Max,27.12964018,21.26219522,1365.82892,35.17551144,85.05501366,0.040025241
Base,21,181,Wind Envelope,Combination,Min,-37.73758482,-2.39834307,1281.660073,-34.56035397,-102.7791519,-0.058084709
Base,22,182,Wind Envelope,Combination,Max,25.28242373,5.172692595,3276.99269,66.05378703,84.29788276,0.047321048
Base,22,182,Wind Envelope,Combination,Min,-42.20115296,-20.11848432,3210.63625,-8.416389895,-112.7338876,-0.058725562
Base,23,183,Wind Envelope,Combination,Max,25.71356478,-8.805043866,3127.16453,89.96144593,84.52464054,0.047437451
Base,23,183,Wind Envelope,Combination,Min,-41.65539109,-34.60728517,3060.483472,14.81439749,-111.2213294,-0.059014924
Base,24,184,Wind Envelope,Combination,Max,27.31621506,-15.42044155,1194.974295,94.80751534,84.407019,0.051062865
Base,24,184,Wind Envelope,Combination,Min,-37.10955827,-39.03044363,1113.3873,25.5135922,-100.5616577,-0.055974597
Base,25,185,Wind Envelope,Combination,Max,38.65486797,21.66470736,1380.014893,33.20310616,103.8453854,0.04860414
Base,25,185,Wind Envelope,Combination,Min,-26.64561925,-1.264321287,1305.793832,-35.37782763,-84.70451197,-0.05049957
Base,26,186,Wind Envelope,Combination,Max,43.34522356,5.473698647,3253.198667,65.70596894,114.1867671,0.046127211
Base,26,186,Wind Envelope,Combination,Min,-24.22975116,-20.01475062,3182.795321,-9.078470427,-82.87433305,-0.058260318
Base,27,187,Wind Envelope,Combination,Max,42.83578323,-8.862441419,3117.927145,89.84355851,112.8457826,0.047212852
Base,27,187,Wind Envelope,Combination,Min,-24.4791626,-34.63383122,3048.355891,14.73886462,-82.74238396,-0.058531555
Base,28,188,Wind Envelope,Combination,Max,37.90636051,-15.59582671,1251.636783,95.82313774,101.7034839,0.04339113
Base,28,188,Wind Envelope,Combination,Min,-26.29648386,-39.69748355,1159.483266,25.48995846,-83.0235121,-0.06294713
Base,29,189,Wind Envelope,Combination,Max,30.73512825,25.94003285,1657.620701,26.52130364,91.30414851,0.043557045
Base,29,189,Wind Envelope,Combination,Min,-31.30584077,2.828778343,1610.738575,-42.70454055,-92.74726639,-0.053454454
Base,30,190,Wind Envelope,Combination,Max,31.92519255,6.246130368,4017.538123,64.00359757,96.32699127,0.046098986
Base,30,190,Wind Envelope,Combination,Min,-32.05209039,-18.63928513,3995.403084,-10.67534389,-97.00354574,-0.057424879
Base,31,191,Wind Envelope,Combination,Max,31.79895256,-9.68501439,3816.01157,91.03671584,95.5721544,0.046760918
Base,31,191,Wind Envelope,Combination,Min,-31.98786951,-34.92476647,3786.800331,15.96839652,-96.26148305,-0.058491623
Base,32,192,Wind Envelope,Combination,Max,30.32681291,-18.97699043,1519.177861,100.8551797,89.68764387,0.047649387
Base,32,192,Wind Envelope,Combination,Min,-30.76027842,-42.68801638,1462.232269,30.84802576,-90.68460197,-0.05918669
Base,33,193,Wind Envelope,Combination,Max,27.11966965,23.25106786,1468.785018,31.63450991,85.04494256,0.042137959
Base,33,193,Wind Envelope,Combination,Min,-38.69401823,-0.525864755,1372.080692,-38.45214787,-104.5020453,-0.056337711
Base,34,194,Wind Envelope,Combination,Max,24.52380321,5.907259929,3517.498517,64.37021682,83.21962152,0.045834023
Base,34,194,Wind Envelope,Combination,Min,-43.3333157,-19.31950591,3409.187426,-10.29805301,-115.0214851,-0.055543316
Base,35,195,Wind Envelope,Combination,Max,25.00739235,-8.555175157,3298.33718,88.95419383,83.45152105,0.047634713
Base,35,195,Wind Envelope,Combination,Min,-42.85350079,-34.23471156,3187.558342,13.77637074,-113.5011779,-0.059164711
Base,36,196,Wind Envelope,Combination,Max,27.19783811,-16.51770141,1307.391308,95.49071469,84.27467658,0.051691258
Base,36,196,Wind Envelope,Combination,Min,-37.66733735,-39.69153198,1216.60335,26.5544465,-101.6864124,-0.056193925
Base,37,197,Wind Envelope,Combination,Max,22.32045022,11.77789326,684.3291714,43.64037578,76.19043144,0.071719138
Base,37,197,Wind Envelope,Combination,Min,-36.32737188,-8.385307443,523.4101982,-19.41087051,-99.4540823,-0.024463903
Base,38,198,Wind Envelope,Combination,Max,16.49658345,4.389536236,1470.118886,62.82466053,67.40033822,0.047315737
Base,38,198,Wind Envelope,Combination,Min,-46.92088339,-19.73674513,1252.317562,-7.770485756,-117.5830471,-0.052443439
Base,39,199,Wind Envelope,Combination,Max,17.30979475,-5.450636934,1389.332653,79.18671649,68.36961231,0.042016922
Base,39,199,Wind Envelope,Combination,Min,-45.70618167,-29.77905778,1174.099888,8.322991424,-115.123274,-0.063770886
Base,40,200,Wind Envelope,Combination,Max,22.62328643,-6.746863279,613.1439712,77.96578978,75.92288009,0.056610979
Base,40,200,Wind Envelope,Combination,Min,-34.99070352,-29.52097299,450.4429691,10.38648418,-96.31262096,-0.076433333
